111,,111,112,131,90,91,96,76
120,,120,117,130,112,131,90,91,96,76
98,,98,99,100,120,117,130,112,131,90,91,96,76
331,,331,330,97,121,94,120,117,130,112,131,90,91,96,76
292,,292,350,293,294,295,312,313,28,49,89,75,118,121,94,120,117,130,112,131,90,91,96,76
276,,276,349,350,293,294,295,312,313,28,49,89,75,118,121,94,120,117,130,112,131,90,91,96,76
