4.392286073573446470e-01,2.179479422263946504e-08,9.796149679035262467e-08,1.761472258614787255e-06,4.910317346166778511e-07,7.056846334868187674e-07,2.161446243646220016e-08,3.139588194003614850e-06,2.010694979777750492e-06,4.460715257925945597e-07,5.372373929188579805e-07,4.857997823720053552e-07,9.848671990987085687e-07,1.331112635501612742e-06,2.769231691226625751e-07,0.000000000000000000e+00,2.365773773609610369e-06,1.523668044332786364e-06,5.311660970764033866e-06,0.000000000000000000e+00,5.946734110135500946e-07,4.454582010565368606e-07,2.865107039341661397e-08,7.374430406622029275e-07,2.676675460436668413e-06,7.351148892265096030e-07,1.017638932817478051e-06,3.860421891456956698e-08,9.763270026529581605e-06,2.253353670774913852e-08
7.641526652283389121e-01,8.984698972996489378e-07,1.351952602840321741e-07,0.000000000000000000e+00,1.628401520151130747e-06,1.130160593706951152e-06,1.084159932709186018e-06,3.247744198940361463e-10,2.761899453303146107e-06,0.000000000000000000e+00,3.283869881067999727e-07,6.414947406449236047e-08,7.831598880889349625e-08,1.769634072572186690e-07,4.734308710936602756e-09,1.816091215128136357e-07,9.470520559142941826e-07,1.462312434090156663e-06,3.136844112637876991e-08,2.703018198464358346e-08,1.738329116074826201e-07,1.528589797761125817e-07,5.933537048431689605e-08,1.968899190133913614e-07,7.684393885829293127e-07,3.874113343746529639e-06,1.322518082215460767e-07,1.587928422206175706e-06,1.634890478271232533e-07,4.484029250446371948e-07
3.424578860621164261e-02,9.242739491547410366e-09,4.497344342508155643e-06,2.261348592181250900e-07,6.885885669468602137e-07,6.008462585380842594e-07,3.087096008744166275e-06,1.589985772233066119e-07,7.868547348303463471e-07,2.005852536382722513e-08,9.191175867621353831e-08,2.333915789341270211e-06,1.779353038962740153e-06,1.267011580031686419e-06,4.215599864012188869e-07,6.148160058250501752e-07,8.254427424033240608e-08,6.508404723102959501e-07,3.160986201912978930e-07,2.107564511549183618e-07,3.072103699591964326e-09,2.997400782836984666e-08,3.014634157481017779e-09,2.543148283145493338e-07,8.986160576975395991e-08,6.217454010126855478e-07,2.965588243747329600e-07,2.085812209771552445e-07,4.471505356231674984e-07,4.192886272253123391e-07
2.051609323386879846e-01,8.908383752473397449e-07,5.351987443466878570e-10,1.890283830462078343e-08,5.582040758466727143e-07,1.143010233402795362e-06,5.908485661097080378e-08,0.000000000000000000e+00,2.424446548398436999e-06,2.690378614962019188e-06,4.622699803642180823e-08,1.417223353264498605e-06,4.425196039520071802e-07,3.680490373914939341e-07,4.245613810790534971e-07,3.364436488069875177e-07,5.270622827606699201e-08,0.000000000000000000e+00,1.447241568144109584e-07,4.614039656640049156e-08,5.656112376173513156e-07,2.192989537571617974e-07,1.130129302188746421e-07,2.179205886482240218e-08,1.714462537030830628e-07,1.193690246525370159e-10,8.756904288566763040e-08,1.958992928921097675e-09,5.612931091853317259e-09,2.689685367785925259e-06
3.692187627567218855e-01,2.044745176059614589e-08,4.832736848592702791e-07,8.379847761869714097e-07,1.185472855445035207e-07,3.102074824142788856e-07,1.063399932387232518e-07,1.521688527100403202e-08,3.060211131271553658e-07,1.510946250498430585e-09,4.461803663780982162e-08,2.547011271616791968e-07,2.738718525223417114e-08,6.887294389876438840e-08,2.275951596090452386e-07,5.337481309655731877e-09,2.499889947570112512e-06,1.711031301545246911e-06,1.735350104575675770e-06,7.400239309649243103e-08,4.409171612029496022e-07,6.209167148207382872e-08,4.246738734306139984e-08,0.000000000000000000e+00,2.501961440077322912e-07,5.415177176034231197e-08,0.000000000000000000e+00,1.688537627187693236e-08,1.457883740532488735e-07,5.636931156383372746e-07
4.035513449893154414e-01,2.005256213842333495e-05,5.420565537272908783e-07,4.270457215331317296e-06,6.153502626735566940e-08,3.106664339454846916e-07,1.047492644704805316e-07,1.522419205193340933e-08,3.123058377772008066e-07,1.476600642007446378e-09,5.800385956688065049e-08,2.603640488738032151e-07,5.301379267675353731e-08,1.894126873660453208e-07,1.870237803010313177e-07,5.385071895789978843e-07,4.976175592108587585e-07,1.710917542763113900e-06,4.296670300932749852e-08,1.034268406280738904e-07,4.413445921096136748e-07,6.210265592438455468e-08,3.152144272810721008e-07,1.337050505266754131e-07,2.499069791000152075e-07,7.471203088125509653e-07,2.850900227338876568e-09,8.425245950901595058e-07,1.446156493768000655e-07,5.621321800215969431e-07
1.611363353575347435e-01,9.913905771254838158e-08,5.354880562316794873e-08,1.527978875095990323e-08,1.191214423171926977e-06,7.006290184940675740e-07,1.107181143801287301e-06,2.458170154629019026e-07,3.188297334323410625e-06,2.622725475583753485e-07,0.000000000000000000e+00,0.000000000000000000e+00,2.795343556937123978e-07,7.393536523493263128e-07,1.755292018356697331e-07,1.611790900393676818e-07,7.677842224193954725e-07,5.346513050523161518e-07,4.112477073610891133e-07,1.637762704869598366e-06,8.251665401254925026e-07,1.033955323636402088e-07,0.000000000000000000e+00,1.370361988654502367e-07,8.990436987205278916e-08,1.887085808596445111e-07,1.326504529233925027e-07,1.670173286205619989e-06,0.000000000000000000e+00,2.560492965088649710e-06
7.363417156640064132e-01,1.001919108519686538e-07,3.325188596075915703e-09,1.235810533010373905e-06,1.558057623335743819e-07,6.271601685687736637e-07,8.175810323218901265e-07,3.774722009842044184e-07,7.058491519616479150e-07,4.827199032992233885e-06,6.071816218543804472e-07,4.426685875866681585e-06,8.699258188892332457e-08,2.816790365408437553e-06,3.500932005777391980e-07,7.686661155198204430e-08,8.398665497190214842e-07,1.308324004388468657e-06,1.205130942424733575e-06,0.000000000000000000e+00,1.937683402727395873e-07,2.612738472185634997e-08,2.495165870115416520e-07,5.665222724279821401e-07,1.694361298554152125e-07,1.400830252107824209e-08,7.849073348748315322e-08,2.208830093526088967e-07,6.118431552569889372e-08,2.228371395506730780e-09
8.885614622233156679e-01,1.174171600476082722e-06,5.324722345933976863e-08,3.352124080582778738e-07,1.105653332304492775e-07,1.958392257472864544e-06,1.180079426669864279e-07,1.971820980748312149e-08,3.065640745702311250e-06,6.810995975104098232e-08,5.318170625179624373e-07,5.741992796774777714e-09,5.953505911906276174e-08,7.118201409756147811e-07,1.144664923917525251e-07,3.259330548406883975e-09,7.467217676862424395e-07,0.000000000000000000e+00,8.734176129281285318e-08,0.000000000000000000e+00,3.984368734574826657e-08,7.122179365579995620e-07,2.081050747785294423e-08,1.985403610265664628e-07,1.502826154136457633e-07,1.865618013410743526e-07,8.614553042589517871e-08,2.681300277886913489e-06,0.000000000000000000e+00,1.820837952392928447e-06
5.674809707813368576e-01,9.392824252649508862e-07,1.864321812856973901e-07,4.145813749102237279e-08,5.237973382412807731e-07,2.620133197183295442e-07,5.081685220631830829e-06,2.144255389985400650e-08,2.110265440934763047e-06,2.157753227450453777e-08,1.874317185043901371e-07,1.159678936948847919e-06,9.226325742497312172e-07,3.756144982890482703e-07,6.623977282975135391e-09,4.931132214201285378e-07,7.416781488193615058e-07,3.992114819182805528e-07,8.113210457598459077e-07,9.566655551149211409e-08,1.639237182982716562e-07,1.802268102610891863e-07,1.238383379767679861e-07,9.133247129506244100e-07,2.781507969288852603e-06,5.101262736243961694e-07,4.573560228467417628e-07,4.154144896146403298e-08,1.459061651689094334e-07,8.091858738151606258e-08
